number|name|description|creditpoints|teachername|address|requirement|semester|faculty|degree
SK5017|Mit neuen Lösungen Zukunft gestalten|Um uns als Gesellschaft in Richtung der Nachhaltigkeitsziele zu entwickeln, sind in vielen Branchen und Anwendungsbereichen ein Umdenken, Verhaltensveränderungen und neue Produkte/Services wünschenswert. In „Inno-Teams” entwickeln die Studierenden in einem Design-Sprint gemeinsam methodenbasiert ein nachhaltig ausgerichtetes Ideenkonzept mit Prototyp.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1721|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PE5015|Mobile Roboter|Das Modul liefert vertiefte Kenntnisse im Bereich der mobilen Roboter.|6|Prof. Dr.-Ing. Nina Rudigkeit|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2086|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SE5019|Mobile Software Engineering|In diesem Modul werden wichtige Aspekte des Software Engineerings, mit dem Fokus auf mobile Applikationen, vermittelt und durch deren praktische Anwendung gefestigt. Relevante mobile Plattformen / Technologien werden im Detail untersucht und auf verschiedenen Ebenen diskutiert.|6|Sebastian Süß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1247|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SE5012|Modellgetriebene Softwareentwicklung in der Praxis|Der Kurs vermittelt und vertieft die Umsetzung von SE-Projekten unter Verwendung modellgetriebener Softwareentwicklung (Model-Driven Development, MDD). In einem praxisnahen Umfeld wird eine eigene Infrastruktur zur modellgetriebenen Entwicklung von Web-Applikationen konzipiert und umgesetzt.|6|M.Sc. Dennis Priefer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=69|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
TE5004|Modellierung Cyber Physical Systems|Das Modul behandelt systemische Ansätze zur Modellierung und Simulation von Cyber Physical Systems sowie konkrete Anwendungsfelder wie beispielsweise Industrie 4.0 oder e-Health-Systeme.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=644|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
TI5007|Modellierung ereignisdiskreter Systeme|Beschreibung, Analyse und Simulation von Systemen mit Petrinetzen und vergleichbaren Techniken.|6|Prof. Dr. Berthold Franzen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=78|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PI5012|Mustererkennung|Hough-Transformationen und RANSAC, statistische Entscheidungstheorie, Klassifikatoren und Lernstrategien, Support-Vector-Machines, neuronale Netze (Deep Learning), Sequenzanalyse.|6|Prof. Dr. Seyed Eghbal Ghobadi|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=604|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5363|Parallele Algorithmen|Parallele Algorithmen beschleunigen Programme unter Verwendung paralleler Architekturen, wie Multiprozessor-Systeme. Diese Veranstaltung befähigt die Studierenden effiziente parallele Algorithmen für verschiedene Probleme zu entwickeln. Hierzu lernen sie parallelen Entwurf, Analyse und Implementierung kennen.|6|Prof. Dr. Michael Elberfeld|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2072|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
BA5009|Personalmanagement|Personalmanagement wird jeder Führungskraft abverlangt. Mit dem Blick des Personalmanagers erlernen und erfahren die Studierenden notwendiges Personalwissen - von der Personalplanung bis zur Gehaltsabrechnung.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=55|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PE5013|Praktikum Industrierobotik|Thema dieses Moduls ist das praktische Erlernen verschiedener Herangehensweisen bei der Programmierung von Industrierobotern. Außerdem werden die mathematischen Grundlagen der Roboterkinematik erarbeitet.|6|Moritz Schauer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2089|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5330|Praktikum Künstliche Intelligenz|Die Studierenden erarbeiten und präsentieren ausgewählte Themen der Künstlichen Intelligenz. Sie implementieren Lösungen spezifischer Problemstellungen unter Verwendung der erarbeiteten Konzepte.|6|Prof. Dr. Wolfgang Henrich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=88|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5322|Praktikum Softwarearchitektur|Vertiefende praktische Übungen zur Softwarearchitektur an einer konkreten Projektarbeit.|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=83|Informatik (M.Sc. 2010)Datenbanken und Informationssysteme (PI5002)Softwarearchitektur und Anwendungsentwicklung (SE5002), Datenbanken und Informationssysteme (PI5002), Softwarearchitektur und Anwendungsentwicklung (SE5002)|4|FB06-MNI|Informatik(M.Sc.2010)
PE5004|Praktikum verteilte eingebettete Systeme|In Zeiten des Internet of Things, Smart Homes und Industrie 4.0 gewinnt die Vernetzung von verteilten Sensor-Aktor-Knoten eine zunehmende Bedeutung. Thema dieses Moduls ist das praktische Erlernen der dazu notwendigen Werkzeuge, Protokolle und Kommunikationsstandards.|6|Dipl.-Inform. Michael Kreutzer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=628|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SK5003|Präsentation, Gesprächs- und Verhandlungsführung|Artikulation, Rhetorik, Satzfiguren und logisches Schließen; Gesprächsleitung, Recherchetechniken, Nutzung des Internets Präsentationstechniken, Auswertungen und Befragungen.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=70|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PI5003|Programmiersprachen: Konzepte und Realisationen|Dieses Modul liefert den Studierenden ein vertieftes Verständnis des Entwurfsspektrums von Programmiersprachen mit ihren unterschiedlichen Konzepten und dem Spannungsverhältnis von Ausdrucksmitteln und Implementierungskosten.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=62|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5351|Projektleitung - Industrie 4.0 und Digitalisierung|Studierende unterschiedlicher Fachbereiche sollen ein interdisziplinäres Projekt umsetzen und ihre Fachkompetenzen anwenden, um das Projekt unter realen Bedingungen durchzuführen. Bei dem interdisziplinären Projekt übernehmen die Studierenden die höheren Aufgaben (Projektmanagement, Konzepterstellung, Projektleitung) des Projekts.|6|Prof. Dr. Christian Überall|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1116|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
BA5010|Projektmanagement 2|Im Modul erarbeiten, analysieren und benutzen Studierende, Methoden des klassischen Projektmanagement (Prince 2), des agilen Projektmanagements (SCRUM) und des Multiprojektmanagements.|3|Prof. Dr. Markus Siepermann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=472|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5318|Projektstudium Mobiles Campusinformationssystem|Das Modul ist ein Projekt zur Entwicklung eines komplexen Informationssystems mit ortsabhängigen Diensten für mobile Endgeräte unter besonderer Berücksichtigung der barrierefreien Benutzbarkeit.|6|Sebastian Süß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=82|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5360|Prozessorientierte Organisationsentwicklung|Darstellung von Geschäftsprozessen, Methoden und Techniken der Prozessanalyse und -modellierung; Betriebliche Kernprozesse, Unterstützungsprozesse und Managementprozesse im Detail; Referenzmodelle; Business Process Reengineering; Durchführung von Fallstudie|6|Prof. Dr. Peter Hohmann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2080|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
WK2101|Prozessorientierte Organisationsentwicklung|Darstellung von Geschäftsprozessen, Prozesslandkarten; Methoden und Techniken der Prozessanalyse und -modellierung (z.B. eEPK, Prozesskostenrechnung); Betriebliche Kerngeschäftsprozesse im Detail (z.B. Angebots- und Auftragsprozesse, Produktentwicklungsprozesse, Serviceprozesse, Dispositionsprozesse); Unterstützungsprozesse im Detail; Managementprozesse im Detail (z.B. Entscheidungsprozesse); Referenzmodelle und Business Patterns; Business Process Reengineering; Durchführung von Fallstudien|6|Prof. Dr. Peter Hohmann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=56|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5359|Qualitätssicherung für künstliche Intelligenz|Trotz der intensiven Entwicklung von KI-Anwendungen gibt es immer noch Herausforderungen bei der Bewertung, Sicherung und Zuverlässigkeit solcher Anwendungen.In diesem Kurs werden die Studierenden verschiedene Methoden und Maßnahmen zur Sicherstellung der Qualität einer KI-Funktion zur Objekterkennung lernen.|6|Prof. Dr. Seyed Eghbal Ghobadi|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1718|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
TE5001|Regelungstechnik|Das Modul behandelt Grundlagen, Eigenschaften und Einsatzmöglichkeiten zeitkontinuierlicher und zeitdiskreter Regelsysteme. Die Simulation von Regelstrecken und Regelkreisen wird erlernt.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=602|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PE5007|Reverse-Engineering eines eingebetteten Systems|Der Kurs zeigt die systematische Analyse von unbekannter Hard- und Software mit dem Ziel des Verstehens der Wirkungsweise des Systems.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=732|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5356|Selected Topics in Programming Languages|Dieses Modul erklärt ausgewählte Themen aus dem Entwurf und der Implementierung von Programmiersprachen.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1609|Informatik (M.Sc. 2010)Programmiersprachen: Konzepte und Realisationen (PI5003), Programmiersprachen: Konzepte und Realisationen (PI5003)|4|FB06-MNI|Informatik(M.Sc.2010)
SE5002|Softwarearchitektur und Anwendungsentwicklung|Konzepte von Softwarearchitekturen: Muster und Fallstudien.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=67|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SK5007|Stress- und Konfliktmanagement|Mit dem Blick des Personalmanagers und Vermittlungsprofis erlernen und erfahren die Studierenden notwendiges Wissen zur effizienten Stress- und Konfliktbehandlung im beruflichen Umfeld.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=72|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
TE5007|Synchrone Programmierung in eingebetteten Systemen|Reaktives Verhalten in eingebetteter Software lässt sich durch konventionelle, sequentielle Programmierung nicht einfach beschreiben. Thema dieses Moduls ist das Kennenlernen und Anwenden des synchronen Paradigmas als zusätzliche Implementierungstechnologie zur Verbesserung der Softwarequalität.|6|Dipl.-Inform. Michael Kreutzer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1419|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SE5014|Systematische Software-Anforderungsanalyse|Vertiefung der Kenntnisse in der systematischen Software-Anforderungsanalyse; tiefergehende Kenntnisse in der praktischen Anwendung der Ermittlung, Dokumentation, Analyse, Abstimmung, Prüfung und Verwaltung von Anforderungen.|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=481|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SE5016|Systematischer Softwaretest|Vertiefung der Kenntnisse im systematischen Softwaretest; tiefergehende Kenntnisse in der praktischen Anwendung von Testtechniken an konkreten Softwaresystemen (Fallbeispiele).|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=603|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
TE5010|Systems Engineering|Entwurfsmethodiken informationstechnischer und eingebetteter Systeme, Systemspezifikationen sowie Ansätze des Model-based Software und Systems Engineering|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2075|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
CS5348|Systemtheorie für interdisziplinäre Anwendungen|Die Veranstaltung vermittelt die interdisziplinäre Anwendung der Systemtheorie ausgehend von Informationstechnologie, Naturwissenschaften und Kommunikation in sozialen Medien zur Behandlung komplexer nichtlinearer Probleme in der sozialen, biologischen, physischen, und technischen Umwelt (Ökosysteme).|6|Prof. Dr. Axel Schumann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=897|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SK5009|Verhandlungs- und Mediationsansätze für zukünftige Führungskräfte|Führungserfolg setzt heute Verhandlungs- und Vermittlungsqualifikation voraus. Im Wechsel von theoretischer Betrachtung und praktischer Rollenspiele und Übungen werden Idealprozesse zur erfolgreichen Verhandlungsführung und Konfliktlösung entwickelt.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=73|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
TI5005|Verteilte Algorithmen|Die Veranstaltung über Verteilte Algorithmen bietet ein grundlegendes Verständnis der Probleme, Algorithmen und Programmierparadigmen, die relevant für das Design von verteilten Algorithmen sind.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=76|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PI5001|Verteilte Systeme|Dieses Modul liefert einen umfassenden Überblick der Algorithmen und Technologien für verteilte nachrichtenbasierte Systeme. Das Thema wird dabei sowohl theoretisch fundiert, als auch an Hand instruktiver Beispiele behandelt.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=60|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
BA5005|Vertrieb und Marketing|Schwerpunkt der Veranstaltung ist die Vermittlung von Kenntnissen aus den Bereichen Vertrieb und Marketing, sowie Kenntnisse von CRM-Systemen, Online-Vertrieb und Online-Marketing.|3|Prof. Dr. Peter Hohmann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=53|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SE5009|Web Engineering|Das Modul führt in die systematische Entwicklung und Wartung großer Websites und interaktiver Webanwendungen ein. Aspekte der Qualitätssicherung, wie Sicherheit, Performance, User Experience und Barrierefreiheit, werden an produktiven Webanwendungen untersucht und optimiert.|6|Prof. Dr. Martin Weigel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=68|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
SE5015|Web Programming Weeks 2|Die Studierenden haben einen vertieften Einblick in die Entwicklung webbasierter Systeme. Sie kennen ein Web-Framework und sind in der Lage, damit eigenständig auch komplexe Anwendungen zu entwickeln. Die Studierenden können unter Verwendung agiler Prinzipien (z.B. Scrum) Projekte führen.|6|M.Sc. Dennis Priefer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=607|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
PI5011|Web Technologies|Die Veranstaltung vermittelt vertieften Einblick in die aktuellen, grundlegenden Techniken zur Entwicklung webbasierter Systeme. Dazu werden z.B. die wichtigsten Protokolle, server- und clientseitigen Programmiersprachen und Konzepte vorgestellt und praktisch umgesetzt.|6|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=65|Keine|4|FB06-MNI|Informatik(M.Sc.2010)
IIK5007|3D-Simulation und -Visualisierung|Über eine digitale 3D-Simulation und -Visualisierung gelingt es, selbst komplexe dynamische Prozesse und Zusammenhänge in eine visuell erfassbare Form zu bringen. Das hierfür erforderliche Wissen zu erlangen, ist Ziel dieses Moduls. Mittels eines Praxisprojekts wird das Erlernte gefestigt.|6|Prof. Dr.-Ing. Dipl.-Inform. Guido Bartsch|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2544|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5006|Algorithmen: Entwurf, Analyse, Implementierung|Dieser Kurs behandelt algorithmische Techniken, ihren Einsatz im Algorithmenentwurf und die Realisierung der Algorithmen mit modernen programmiersprachlichen Mitteln.|6|Prof. Dr. Andreas Gogol-Döring|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2603|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5005|Arbeitsrecht für angehende Führungskräfte|Das Modul gibt Studierenden mit Führungsambitionen einen umfassenden praxisbezogenen Einblick in die Rechte, die Pflichten und rechtlichen Grenzen der angestrebten unternehmensinternen Führungsarbeit.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2608|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5502|Architektur und Implementierung eines Datenbankmanagementsystems|Architektur von Anfragebearbeitung, Zugriffsmechanismen, Speicherstrukturen und Transaktionsmechanismen in einem relationalen Datenbankmanagementsystem.|6|Dr. habil. Frank Kammer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2560|Informatik (M.Sc. 2022)Datenbanken und Informationssysteme (PI5002), Datenbanken und Informationssysteme (PI5002)|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5010|Automated Software Testing for Embedded Systems|Der Kurs behandelt das automatisierte Testen von Software in eingebetteten Systemen. Nach einer Einführung in die grundlegenden Konzepte wird gezeigt, wie das bekannte „Robot Framework” für den Test von eingebetteten Systemen erweitert wird und wie Testfälle aufgebaut und ausgewertet werden.|6|Dipl.-Inform. Michael Kreutzer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2556|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5001|Berechenbarkeit und Komplexität|Die Vorlesung behandelt: Berechenbarkeit, Entscheidbarkeit, rekursive Aufzählbarkeit; Halteprobleme; Gödels Unvollständigkeitssatz; Zeitkomplexitätsklassen; P-NP-Problem; Cooks Satz.|6|Prof. Dr. Bettina Just|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2598|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5504|Beweisbare Sicherheit in der Kryptographie|Formale Definitionen der Sicherheit in der Kryptographie, Beweistechniken und Beweise für einige Verfahren.|6|Prof. Dr. Frank Recker|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2575|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5009|Cloud-Computing und Big-Data|Dieses Modul liefert den Studierenden Methoden zur Speicherung, Darstellung und zeitnahen Auswertung sehr großer, verteilter Datenmengen (Big Data) unter Verwendung von State-of-the-Art-Technologien aus den Bereichen Cloud-Computing und NoSQL-Datenbanken.|6|Steffen Rupp|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2588|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5004|Compilerbau: Analyse und Optimierung|Dieser Kurs diskutiert Algorithmen zur Optimierung und deren Umsetzung in einem konkreten Compiler.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2583|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5504|Computer-Forensik|Einführung in die Aufgaben, Ziele und Vorgehensweise der Computer-Forensik. Die Methoden und der Umgang mit Werkzeugen zur forensischen Analyse werden durch die Teilnehmer eigenständig erarbeitet.|6|Hagen Lauer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2562|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5008|Computergrafik|Die Studierenden lernen die Grundlagen der Programmierung in C++ und den Aufbau plattformübergreifender Anwendungen kennen. Sie entwickeln eine Grafikengine in OpenGL und vertiefen damit ihr Verständnis für die hardwarenahe Programmierung im Umgang mit der 3D Grafikpipeline.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2587|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
WW5002|Consulting und Projektmanagement|Die Studierenden lernen die Abläufe kennen, um Consultingaufträge bearbeiten zu können.|3|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2579|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5005|Datenanalyse, Datamining und maschinelles Lernen|Methoden und Verfahren zur Erfassung und Speicherung, Aufbereitung, Verarbeitung und Darstellung von Daten aus verschiedenen Datenquellen, sowie statistische Verfahren.|6|Prof. Dr. Andreas Peter Dominik|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2584|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5002|Datenbanken und Informationssysteme|Konzepte für den Einsatz von Datenbanksystemen und die Entwicklung datenbankbasierter Anwendungen.|6|Prof. Dr. Markus Siepermann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2581|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5012|Deep Learning für Computer Vision|Computer Vision (CV) hat sich in den letzten Jahren durch Deep Learning (DL) wesentlich weiterentwickelt.In dieser Lehrveranstaltung werden moderne Konzepte von tiefen neuronalen Netzen für fortgeschrittenes Computer-Vision-Aufgaben vermittelt. Zu den Aufgaben des Moduls gehören Objekterkennung und Bildsegmentierung.|6|Prof. Dr. Seyed Eghbal Ghobadi|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2542|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
MAT5001|Differentialgleichungen und Transformationen|Einführung in Differentialgleichungen, Laplace-Transformation und Fourier-Transformation.|6|Prof. Dr. Hans-Rudolf Metz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2558|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5001|Echtzeitsysteme|Aufbau, Programmierinterfaces und Einsatz von Realzeitsystemen|6|Florian von Zabiensky|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2547|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5501|Effiziente Algorithmen in der Computergrafik|Die Studierenden entwickeln fortgeschrittene Shaderprogramme in GLSL und implementieren die Simulation von Physik in Grafikengines. Algorithmen werden hinsichtlich ihres Laufzeitverhaltens für optimale Performance für Echtzeitsimulationen analysiert.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2572|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5002|Englisch für Fortgeschrittene|Verbesserung der Sprachkenntnisse der Studierenden für allgemeine und fachliche Zwecke; Einübung von Kommunikationssituationen für das zukünftige Berufsleben.|3|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2605|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
WI5501|Entwicklung komplexer SAP-Anwendungen mit ABAP Objects|Keine|6|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2632|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GEN5002|Entwicklungsprojekt (inkl. Begleitseminar)|Eigenständige Bearbeitung einer Problemstellung aus dem Bereich der Softwareentwicklung mit wissenschaftlichen Methoden in der Regel mit einem Partner außerhalb der Hochschule.|15|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2623|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5511|Fortgeschrittene Interaktive Systeme und Technologien|Dieses Modul gibt einen Überblick über aktuelle Themen im Bereich Mensch-Computer-Interaktion. Es beinhaltet (unter Anderen) Interaktion mit Wearables, Smart Clothing, Roboter und Drohnen und Konzepte in der erweiterten/virtuellen Realität (AR/VR/Mixed Reality).|6|Prof. Dr. Martin Weigel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2569|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5009|Fortgeschrittene Programmierverfahren und Benutzungsoberflächen|Prinzipien und Vorgehensweise der objektorientierten Analyse und Software-Entwicklung mit C++ werden vorgestellt. Qt als Bibliothek für graphische Bedienoberflächen wird vorgestellt. Ihre Verwendung wird durch Programmierprojekte erlernt.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2555|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5006|Fortgeschrittene Realisierung eines autonomen Modellfahrzeugs|Die Studierenden entwickeln ein autonomes Fahrzeug im Maßstab 1:10. In den Theorieeinheiten werden Konzepte des autonomen Fahrens vermittelt und in einer Praxisphase von den Studierenden in Projektarbeiten realisiert. Kleingruppen von Studierenden werden von den Modulteilnehmenden aus dem Masterstudium angeleitet organisiert.|6|Ing. Jakob Czekansky|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2552|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
WW5004|Fortgeschrittenes Projektmanagement|Im Modul erarbeiten, analysieren und benutzen Studierende, Methoden des klassischen Projektmanagement (Prince 2), des agilen Projektmanagements (SCRUM) und des Multiprojektmanagements.|3|Prof. Dr. Markus Siepermann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2612|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5006|Führung will gelernt sein! - Sich selbst- und andere...|Die Teilnehmenden erkennen, wie essenziell eine wirkungsvolle und gesunde Führung für das eigene Leben, aber auch für das Leben von anderen ist. Und wie wertvoll (in Euro) eine wirkungsvolle und ausgebildete Führungskraft für ein Unternehmen sein kann.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2609|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5505|Graphalgorithmen für Schwere Probleme|Dieser Kurs behandelt die algorithmischen Techniken im Entwurf und der Realisierung von effizienten Graphalgorithmen zum Lösen von schweren Problemen.|6|Dr. habil. Frank Kammer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2576|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5509|Graphdatenbanken - Modellierung, Analyse und Graph Data Science|Die Veranstaltung vermittelt vertiefte Kenntnisse in der systematischen Analyse und Auswertung vernetzter Daten mit Hilfe von Graphalgorithmen, Graphmodellierungen und Graphdatenbanken.|6|Andreas Kuczera|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2567|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5005|Hardware für eingebettete Systeme|Die Prinzipien des Entwurfs digitaler Hardware werden vorgestellt und in Projekten praktisch umgesetzt.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2551|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5003|Hardware Software Codesign|Die Prinzipien und die Vorgehensweise beim Entwurf von modernen digitalen Hardware/Software-Systemen werden vorgestellt und anhand von Beispielen mit Systems on Chip (SoC) Bausteinen verdeutlicht.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2549|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
